,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
1924,name1925,lastname1925,Female,12,16,00,BS CTM,  927 995 4819
1925,name1926,lastname1926,Female,1,19,00,BS CTM,  917 776 8672
1926,name1927,lastname1927,Female,12,23,97,BS CTM,927 711 8774
1927,name1928,lastname1928,Female,9,23,01,BS ME,918 176 1631
1928,name1929,lastname1929,Male,9,21,01,BS LM,  918 886 7599
1929,name1930,lastname1930,Male,3,26,97,BS MGT,927 525 4868
1930,name1931,lastname1931,Male,3,6,98,BS LM,  927 841 2882
1931,name1932,lastname1932,Female,5,1,99,BS ME,  918 846 6659
1932,name1933,lastname1933,Male,7,3,97,BS ME,  918 792 6368
1933,name1934,lastname1934,Male,3,16,99,BS LM,918 967 8450
1934,name1935,lastname1935,Female,5,14,99,BS MGT,927 755 4178
1935,name1936,lastname1936,Female,9,26,97,BS ME,917 380 8802
1936,name1937,lastname1937,Female,7,8,99,BS MGT,927 360 5747
1937,name1938,lastname1938,Female,11,7,00,BS ME,  918 206 1778
1938,name1939,lastname1939,Male,9,27,98,BS ME,927 130 2847
1939,name1940,lastname1940,Female,10,6,99,BS CTM,917 473 8945
1940,name1941,lastname1941,Female,8,8,98,BS ITE,918 486 3597
1941,name1942,lastname1942,Male,11,20,97,BS LM,927 413 7382
1942,name1943,lastname1943,Male,9,26,98,BS ME,918 855 7910
1943,name1944,lastname1944,Female,1,24,99,BS MGT,  927 616 9138
1944,name1945,lastname1945,Male,9,20,98,BS MGT,918 467 4634
1945,name1946,lastname1946,Female,12,21,99,BS MGT,  927 357 7894
1946,name1947,lastname1947,Female,1,18,99,BS LM,  927 276 9126
1947,name1948,lastname1948,Male,1,16,97,BS ME,  927 797 9938
1948,name1949,lastname1949,Male,10,6,99,BS LM,917 929 6626
1949,name1950,lastname1950,Male,5,20,99,BS ME,918 501 2731
1950,name1951,lastname1951,Male,12,10,98,BS LM,  927 217 8950
1951,name1952,lastname1952,Female,2,15,00,BS LM,  917 251 2670
1952,name1953,lastname1953,Male,1,11,97,BS ITE,917 295 3430
1953,name1954,lastname1954,Male,4,1,98,BS MGT,  918 128 1504
1954,name1955,lastname1955,Female,6,14,97,BS ITE,917 988 1124
1955,name1956,lastname1956,Female,12,3,01,BS MGT,  918 290 9663
1956,name1957,lastname1957,Male,8,11,99,BS ME,  927 328 8199
1957,name1958,lastname1958,Male,12,1,01,BS ME,  918 828 2295
1958,name1959,lastname1959,Female,9,26,98,BS MGT,  918 505 9307
1959,name1960,lastname1960,Male,5,14,00,BS ME,  927 475 9587
1960,name1961,lastname1961,Female,6,25,97,BS ME,927 174 2703
1961,name1962,lastname1962,Male,3,15,97,BS MGT,917 616 5146
1962,name1963,lastname1963,Female,12,18,98,BS ME,  917 329 4801
1963,name1964,lastname1964,Female,11,21,99,BS ME,917 325 9556
1964,name1965,lastname1965,Male,12,12,97,BS MGT,  927 100 2511
1965,name1966,lastname1966,Female,2,4,99,BS CTM,917 215 6408
1966,name1967,lastname1967,Male,1,9,97,BS LM,  917 436 1207
1967,name1968,lastname1968,Female,3,22,97,BS ITE,  917 465 7876
1968,name1969,lastname1969,Female,10,2,98,BS ME,  918 964 1775
1969,name1970,lastname1970,Female,12,17,97,BS LM,  917 168 9870
1970,name1971,lastname1971,Female,11,5,00,BS MGT,918 829 7683
1971,name1972,lastname1972,Female,2,9,97,BS ME,  927 603 5096
1972,name1973,lastname1973,Female,1,27,00,BS MGT,927 731 3323
1973,name1974,lastname1974,Female,9,28,99,BS LM,  927 496 5071
1974,name1975,lastname1975,Male,1,28,98,BS ME,917 380 1407
1975,name1976,lastname1976,Female,1,28,97,BS MGT,  917 462 5215
1976,name1977,lastname1977,Male,9,12,97,BS LM,  918 327 3825
1977,name1978,lastname1978,Female,1,24,99,BS ITE,  918 260 1423
1978,name1979,lastname1979,Female,9,27,98,BS ITE,  927 222 8176
1979,name1980,lastname1980,Male,10,17,97,BS MGT,917 431 9325
1980,name1981,lastname1981,Female,1,26,97,BS ITE,917 675 3677
1981,name1982,lastname1982,Male,9,22,97,BS MGT,927 749 8562
1982,name1983,lastname1983,Male,4,2,97,BS ITE,  917 466 8755
1983,name1984,lastname1984,Male,9,22,98,BS CTM,927 277 4242
1984,name1985,lastname1985,Male,12,19,98,BS MGT,  917 257 9388
1985,name1986,lastname1986,Female,10,5,97,BS MGT,917 140 6709
1986,name1987,lastname1987,Male,7,2,98,BS LM,  927 946 8272
1987,name1988,lastname1988,Female,10,26,01,BS MGT,917 904 6049
1988,name1989,lastname1989,Female,1,10,98,BS ITE,  918 764 3612
1989,name1990,lastname1990,Female,9,9,99,BS MGT,  918 723 2886
1990,name1991,lastname1991,Female,10,22,97,BS CTM,918 303 3829
1991,name1992,lastname1992,Male,2,26,01,BS ITE,  927 169 7384
1992,name1993,lastname1993,Female,6,8,00,BS ME,  917 812 5088
1993,name1994,lastname1994,Male,3,6,98,BS ME,  927 242 4120
1994,name1995,lastname1995,Female,3,13,00,BS CTM,  917 305 9747
1995,name1996,lastname1996,Male,11,8,00,BS ME,927 503 8538
1996,name1997,lastname1997,Male,7,1,00,BS CTM,  918 271 5534
1997,name1998,lastname1998,Female,5,21,97,BS CTM,  927 412 9263
1998,name1999,lastname1999,Female,12,28,98,BS ITE,  918 891 7548
1999,name2000,lastname2000,Male,4,9,98,BS CTM,  918 476 3872
2000,name2001,lastname2001,Male,8,3,99,BS ME,927 298 5300
2001,name2002,lastname2002,Female,12,11,98,BS CTM,  927 223 5706
2002,name2003,lastname2003,Male,1,24,98,BS MGT,918 494 4620
2003,name2004,lastname2004,Male,6,2,99,BS ME,917 935 7445
2004,name2005,lastname2005,Male,12,18,00,BS ITE,927 488 3954
2005,name2006,lastname2006,Female,8,21,01,BS ITE,  917 437 8924
2006,name2007,lastname2007,Female,7,28,01,BS LM,917 716 7562
2007,name2008,lastname2008,Female,1,7,99,BS MGT,917 680 8395
2008,name2009,lastname2009,Male,7,6,97,BS ME,927 361 3637
2009,name2010,lastname2010,Male,2,22,98,BS ME,  918 707 8523
2010,name2011,lastname2011,Male,1,1,98,BS ITE,  918 623 2531
2011,name2012,lastname2012,Female,9,14,00,BS MGT,917 220 5027
2012,name2013,lastname2013,Male,6,24,98,BS MGT,  918 812 9408
2013,name2014,lastname2014,Male,4,25,98,BS LM,  927 210 6387
2014,name2015,lastname2015,Male,2,16,98,BS MGT,918 449 4691
2015,name2016,lastname2016,Male,12,13,97,BS LM,917 140 4123
2016,name2017,lastname2017,Male,11,22,01,BS LM,  918 790 6360
2017,name2018,lastname2018,Female,12,1,97,BS ITE,917 751 4414
2018,name2019,lastname2019,Male,4,22,97,BS ITE,  918 515 2440
2019,name2020,lastname2020,Male,11,8,99,BS MGT,917 700 7658
2020,name2021,lastname2021,Male,4,24,99,BS ME,  917 688 5465
2021,name2022,lastname2022,Female,10,19,99,BS ME,  918 182 7212
2022,name2023,lastname2023,Female,3,23,01,BS ITE,917 712 5504
2023,name2024,lastname2024,Male,12,7,98,BS ME,  927 465 4236
2024,name2025,lastname2025,Male,6,22,97,BS CTM,927 379 1273
2025,name2026,lastname2026,Male,7,21,98,BS ME,  917 574 8273
2026,name2027,lastname2027,Male,7,22,00,BS LM,  927 797 3776
2027,name2028,lastname2028,Female,5,25,97,BS CTM,927 603 1821
2028,name2029,lastname2029,Female,4,24,99,BS LM,  927 913 1885
2029,name2030,lastname2030,Female,8,27,99,BS CTM,  917 772 4979
2030,name2031,lastname2031,Male,6,6,99,BS ME,  918 198 5169
2031,name2032,lastname2032,Male,5,26,01,BS CTM,918 678 8292
2032,name2033,lastname2033,Female,5,15,97,BS ITE,  918 192 1964
2033,name2034,lastname2034,Male,12,23,99,BS ITE,  927 354 3947
2034,name2035,lastname2035,Male,2,27,01,BS ME,917 416 9675
2035,name2036,lastname2036,Female,5,5,00,BS LM,917 458 9382
2036,name2037,lastname2037,Female,11,14,99,BS ITE,  927 961 1511
2037,name2038,lastname2038,Female,2,20,00,BS ITE,  918 181 1959
2038,name2039,lastname2039,Female,6,7,97,BS CTM,917 711 9082
2039,name2040,lastname2040,Female,2,25,99,BS MGT,  917 892 9403
2040,name2041,lastname2041,Male,3,2,00,BS CTM,  917 763 5585
2041,name2042,lastname2042,Male,9,14,97,BS MGT,  917 640 5440
2042,name2043,lastname2043,Male,12,2,97,BS CTM,  917 428 7971
2043,name2044,lastname2044,Female,2,17,98,BS MGT,  927 953 9269
2044,name2045,lastname2045,Male,12,1,99,BS CTM,918 115 5499
2045,name2046,lastname2046,Male,12,19,99,BS CTM,927 512 1467
2046,name2047,lastname2047,Female,5,6,99,BS MGT,918 845 3533
2047,name2048,lastname2048,Male,6,2,98,BS CTM,  927 607 6884
2048,name2049,lastname2049,Male,2,23,99,BS ME,  918 361 4540
2049,name2050,lastname2050,Female,1,12,97,BS ITE,  918 460 2193
2050,name2051,lastname2051,Female,6,9,98,BS ME,918 383 1170
2051,name2052,lastname2052,Female,6,3,98,BS MGT,927 453 4639
2052,name2053,lastname2053,Male,5,18,00,BS ITE,  927 462 3334
2053,name2054,lastname2054,Female,3,2,01,BS ME,  917 520 3203
2054,name2055,lastname2055,Male,3,5,98,BS CTM,927 916 6099
2055,name2056,lastname2056,Female,8,12,01,BS ITE,  927 636 1722
2056,name2057,lastname2057,Male,8,2,99,BS LM,917 390 9767
2057,name2058,lastname2058,Male,7,9,97,BS ME,917 131 2366
2058,name2059,lastname2059,Female,4,17,98,BS LM,927 414 2581
2059,name2060,lastname2060,Male,7,13,98,BS ME,927 455 9300
2060,name2061,lastname2061,Female,8,15,97,BS LM,917 917 4866
2061,name2062,lastname2062,Male,7,19,01,BS LM,  927 659 4480
2062,name2063,lastname2063,Female,7,2,99,BS MGT,  918 469 3848
2063,name2064,lastname2064,Male,5,19,00,BS ITE,  927 854 3866
2064,name2065,lastname2065,Female,4,26,99,BS CTM,  917 464 7561
2065,name2066,lastname2066,Female,9,6,98,BS ITE,  918 747 3259
2066,name2067,lastname2067,Female,12,6,01,BS MGT,  917 313 7671
2067,name2068,lastname2068,Male,11,23,00,BS LM,918 970 2344
2068,name2069,lastname2069,Female,5,5,01,BS CTM,917 128 3353
2069,name2070,lastname2070,Female,6,16,98,BS CTM,918 782 5017
2070,name2071,lastname2071,Female,7,11,98,BS LM,  918 933 3630
2071,name2072,lastname2072,Male,9,26,97,BS LM,  917 779 1807
2072,name2073,lastname2073,Male,9,5,99,BS ITE,  927 541 1226
2073,name2074,lastname2074,Female,12,8,01,BS CTM,  917 642 9835
2074,name2075,lastname2075,Male,7,19,01,BS CTM,  918 171 1816
2075,name2076,lastname2076,Male,8,27,97,BS ITE,927 953 5376
2076,name2077,lastname2077,Female,6,1,01,BS ME,918 767 1665
2077,name2078,lastname2078,Female,3,24,99,BS ITE,  917 464 1136
2078,name2079,lastname2079,Female,1,14,99,BS CTM,918 133 2721
2079,name2080,lastname2080,Male,1,10,00,BS LM,  918 967 5019
2080,name2081,lastname2081,Male,8,3,01,BS ITE,918 445 4103
2081,name2082,lastname2082,Female,1,28,97,BS ITE,  918 456 7534
2082,name2083,lastname2083,Male,4,11,98,BS ITE,  927 457 9758
2083,name2084,lastname2084,Female,1,10,97,BS ITE,  927 490 1517
2084,name2085,lastname2085,Female,1,1,97,BS CTM,927 339 7317
2085,name2086,lastname2086,Male,6,28,98,BS MGT,  918 809 4956
2086,name2087,lastname2087,Male,3,8,01,BS ITE,  917 551 4930
2087,name2088,lastname2088,Female,4,3,98,BS LM,  917 897 9957
2088,name2089,lastname2089,Female,2,25,00,BS ITE,918 651 7760
2089,name2090,lastname2090,Female,9,25,97,BS MGT,927 659 7067
2090,name2091,lastname2091,Female,11,12,99,BS MGT,918 565 9839
2091,name2092,lastname2092,Female,8,19,97,BS ME,918 791 4032
2092,name2093,lastname2093,Female,4,16,99,BS ME,  918 844 6460
2093,name2094,lastname2094,Female,4,12,97,BS LM,917 787 9283
2094,name2095,lastname2095,Male,1,1,97,BS LM,  918 779 8462
2095,name2096,lastname2096,Male,8,17,97,BS LM,  927 423 4663
2096,name2097,lastname2097,Male,7,16,98,BS LM,918 344 8962
2097,name2098,lastname2098,Female,2,19,99,BS LM,  917 908 4341
2098,name2099,lastname2099,Female,8,26,99,BS MGT,  927 697 1958
2099,name2100,lastname2100,Male,12,2,99,BS ITE,  918 406 1487
2100,name2101,lastname2101,Female,7,3,97,BS ITE,  918 370 8180
2101,name2102,lastname2102,Female,5,18,97,BS ME,  917 659 1663
2102,name2103,lastname2103,Female,6,17,98,BS LM,927 464 5732
2103,name2104,lastname2104,Male,11,18,98,BS ITE,  918 515 8822
2104,name2105,lastname2105,Female,4,3,97,BS CTM,918 474 5355
2105,name2106,lastname2106,Male,12,25,01,BS ME,917 667 2704
2106,name2107,lastname2107,Male,1,17,98,BS ME,927 809 8713
2107,name2108,lastname2108,Female,11,11,97,BS ME,927 886 4101
2108,name2109,lastname2109,Male,6,4,00,BS LM,918 560 4666
2109,name2110,lastname2110,Male,12,28,98,BS ME,  917 227 2516
2110,name2111,lastname2111,Male,11,18,97,BS CTM,  917 874 5948
2111,name2112,lastname2112,Male,10,19,98,BS MGT,917 414 4375
2112,name2113,lastname2113,Male,4,26,00,BS MGT,917 745 9254
2113,name2114,lastname2114,Male,1,27,00,BS ITE,917 790 2158
2114,name2115,lastname2115,Male,10,28,99,BS ME,  917 117 3190
2115,name2116,lastname2116,Female,5,3,01,BS CTM,917 867 9644
2116,name2117,lastname2117,Female,2,12,00,BS ITE,  927 320 1035
2117,name2118,lastname2118,Female,1,15,98,BS CTM,  917 567 8756
2118,name2119,lastname2119,Female,11,22,99,BS LM,917 320 5157
2119,name2120,lastname2120,Female,10,13,97,BS CTM,  917 640 7347
2120,name2121,lastname2121,Female,9,16,01,BS MGT,917 912 7244
2121,name2122,lastname2122,Male,8,13,99,BS CTM,  917 805 3454
2122,name2123,lastname2123,Female,1,1,98,BS LM,918 960 1725
2123,name2124,lastname2124,Male,1,13,01,BS ME,  917 521 7218
2124,name2125,lastname2125,Female,10,24,97,BS CTM,  927 751 9296
2125,name2126,lastname2126,Female,6,26,97,BS MGT,  917 654 2562
2126,name2127,lastname2127,Male,2,28,98,BS LM,  917 296 6307
2127,name2128,lastname2128,Male,12,16,00,BS ITE,918 504 3654
2128,name2129,lastname2129,Male,11,24,98,BS ITE,917 945 1380
2129,name2130,lastname2130,Male,1,6,98,BS ME,918 137 4909
2130,name2131,lastname2131,Female,11,9,99,BS CTM,918 649 3254
2131,name2132,lastname2132,Female,6,1,99,BS MGT,917 641 2264
2132,name2133,lastname2133,Male,5,20,97,BS LM,927 544 8654
2133,name2134,lastname2134,Male,4,3,97,BS MGT,  927 496 6026
2134,name2135,lastname2135,Male,12,7,97,BS CTM,917 189 7088
2135,name2136,lastname2136,Female,12,1,01,BS LM,918 123 6244
2136,name2137,lastname2137,Female,8,20,98,BS ITE,  918 459 5413
2137,name2138,lastname2138,Female,6,2,97,BS CTM,  927 290 8709
2138,name2139,lastname2139,Female,4,22,97,BS CTM,  917 187 8928
2139,name2140,lastname2140,Male,7,23,99,BS ITE,  918 625 8777
2140,name2141,lastname2141,Female,10,2,01,BS CTM,  917 352 1436
2141,name2142,lastname2142,Female,7,25,00,BS MGT,  917 595 8400
2142,name2143,lastname2143,Male,1,3,97,BS MGT,917 740 7122
2143,name2144,lastname2144,Male,7,14,98,BS LM,917 762 3555
2144,name2145,lastname2145,Male,11,6,98,BS MGT,917 264 5163
2145,name2146,lastname2146,Female,10,2,97,BS CTM,  918 743 4384
2146,name2147,lastname2147,Female,5,17,01,BS CTM,  927 426 9978
2147,name2148,lastname2148,Female,3,22,98,BS MGT,  927 171 1092
2148,name2149,lastname2149,Male,9,11,99,BS MGT,917 305 3387
2149,name2150,lastname2150,Female,7,24,99,BS CTM,927 249 3105
2150,name2151,lastname2151,Male,8,6,97,BS MGT,918 321 1716
2151,name2152,lastname2152,Male,2,24,98,BS CTM,917 991 6067
2152,name2153,lastname2153,Male,4,23,99,BS CTM,917 200 1942
2153,name2154,lastname2154,Male,6,26,00,BS MGT,  927 479 5350
2154,name2155,lastname2155,Male,4,13,97,BS CTM,917 867 4565
2155,name2156,lastname2156,Male,9,15,98,BS MGT,917 320 9792
2156,name2157,lastname2157,Female,10,4,99,BS LM,  927 803 9256
2157,name2158,lastname2158,Male,4,10,97,BS MGT,  927 144 4867
2158,name2159,lastname2159,Male,5,15,98,BS ME,  927 182 2089
2159,name2160,lastname2160,Female,7,4,99,BS ITE,  918 974 3861
2160,name2161,lastname2161,Male,4,6,99,BS MGT,927 125 3542
2161,name2162,lastname2162,Male,4,25,97,BS LM,  927 887 5372
2162,name2163,lastname2163,Male,8,23,99,BS LM,918 505 6646
2163,name2164,lastname2164,Female,2,27,97,BS MGT,  917 126 4231
2164,name2165,lastname2165,Male,4,26,01,BS ME,917 941 6994
2165,name2166,lastname2166,Male,7,17,01,BS ME,  917 746 4798
2166,name2167,lastname2167,Male,8,15,98,BS MGT,918 502 2583
2167,name2168,lastname2168,Female,12,22,01,BS ITE,  918 294 6882
2168,name2169,lastname2169,Female,2,7,98,BS LM,927 291 4790
2169,name2170,lastname2170,Female,10,5,97,BS LM,  918 306 6001
2170,name2171,lastname2171,Male,7,24,98,BS ITE,  917 585 2096
2171,name2172,lastname2172,Female,4,8,01,BS MGT,918 473 7525
2172,name2173,lastname2173,Female,6,22,97,BS LM,  918 719 9703
2173,name2174,lastname2174,Female,12,5,98,BS ITE,  918 961 6499
2174,name2175,lastname2175,Female,6,25,98,BS MGT,918 444 8798
2175,name2176,lastname2176,Male,4,4,98,BS CTM,927 111 3801
2176,name2177,lastname2177,Male,10,7,01,BS MGT,  917 791 9290
2177,name2178,lastname2178,Male,9,15,97,BS ME,  927 319 8548
2178,name2179,lastname2179,Male,5,7,01,BS ME,918 991 4286
2179,name2180,lastname2180,Female,10,19,98,BS ITE,  927 823 2501
2180,name2181,lastname2181,Female,11,3,00,BS ITE,  917 381 6600
2181,name2182,lastname2182,Female,5,3,00,BS CTM,  918 464 1746
2182,name2183,lastname2183,Male,2,22,98,BS CTM,917 965 8179
2183,name2184,lastname2184,Female,11,20,98,BS MGT,  918 267 7380
2184,name2185,lastname2185,Female,2,3,98,BS ITE,917 644 9891
2185,name2186,lastname2186,Male,11,25,97,BS ITE,927 990 5671
2186,name2187,lastname2187,Female,8,25,97,BS CTM,  927 703 5871
2187,name2188,lastname2188,Female,1,26,00,BS CTM,  918 965 4768
2188,name2189,lastname2189,Male,9,9,99,BS CTM,  927 525 6609
2189,name2190,lastname2190,Male,8,5,97,BS CTM,  927 915 2947
2190,name2191,lastname2191,Male,12,17,97,BS MGT,918 880 5222
2191,name2192,lastname2192,Female,5,6,00,BS CTM,  927 754 7486
2192,name2193,lastname2193,Female,11,10,98,BS CTM,  917 729 4464
2193,name2194,lastname2194,Male,9,8,01,BS CTM,927 730 8325
2194,name2195,lastname2195,Male,5,6,99,BS CTM,917 829 4229
2195,name2196,lastname2196,Female,9,24,99,BS CTM,  927 274 8373
2196,name2197,lastname2197,Female,11,25,01,BS MGT,  927 639 8677
2197,name2198,lastname2198,Female,8,10,99,BS ME,  918 352 7463
2198,name2199,lastname2199,Female,12,2,99,BS CTM,  917 470 9512
2199,name2200,lastname2200,Male,11,28,00,BS ITE,  917 710 6310
2200,name2201,lastname2201,Male,12,10,00,BS CTM,  918 933 6119
2201,name2202,lastname2202,Female,6,25,97,BS ITE,918 175 1043
2202,name2203,lastname2203,Male,9,12,99,BS ME,918 225 1680
2203,name2204,lastname2204,Male,9,1,99,BS CTM,917 584 5974
2204,name2205,lastname2205,Female,1,20,98,BS ITE,  917 577 6021
2205,name2206,lastname2206,Female,12,25,00,BS MGT,  917 799 2134
2206,name2207,lastname2207,Male,1,2,01,BS CTM,918 776 3129
2207,name2208,lastname2208,Female,8,8,99,BS CTM,  927 549 3221
2208,name2209,lastname2209,Female,8,22,99,BS CTM,917 967 5030
2209,name2210,lastname2210,Male,4,2,00,BS CTM,927 313 3695
2210,name2211,lastname2211,Female,9,27,97,BS CTM,  927 155 7076
2211,name2212,lastname2212,Male,11,8,99,BS ME,917 794 4429
2212,name2213,lastname2213,Male,4,2,98,BS LM,  918 602 7083
2213,name2214,lastname2214,Male,4,20,97,BS LM,  927 476 8731
2214,name2215,lastname2215,Female,6,8,97,BS MGT,918 505 1015
2215,name2216,lastname2216,Female,10,1,99,BS CTM,  918 345 9148
2216,name2217,lastname2217,Female,10,14,98,BS CTM,  927 138 8217
2217,name2218,lastname2218,Male,12,28,98,BS LM,927 622 6347
2218,name2219,lastname2219,Male,3,15,00,BS ME,927 911 5515
2219,name2220,lastname2220,Female,4,17,98,BS ITE,917 470 9664
2220,name2221,lastname2221,Female,1,1,99,BS CTM,  918 629 1865
2221,name2222,lastname2222,Female,4,3,98,BS MGT,927 532 5548
2222,name2223,lastname2223,Female,12,28,97,BS LM,  918 632 8714
2223,name2224,lastname2224,Male,12,23,98,BS MGT,927 569 4556
2224,name2225,lastname2225,Male,5,15,97,BS MGT,  918 372 3454
2225,name2226,lastname2226,Female,9,11,97,BS ITE,  918 615 6447
2226,name2227,lastname2227,Female,5,25,99,BS CTM,  918 355 3348
2227,name2228,lastname2228,Male,5,14,98,BS MGT,  927 743 4868
2228,name2229,lastname2229,Male,3,3,97,BS CTM,  927 546 5985
2229,name2230,lastname2230,Female,4,17,98,BS LM,  927 434 9529
2230,name2231,lastname2231,Male,6,27,99,BS LM,  927 909 6677
2231,name2232,lastname2232,Male,11,20,97,BS ITE,  927 267 3451
2232,name2233,lastname2233,Male,2,2,01,BS CTM,918 217 8724
2233,name2234,lastname2234,Male,1,15,97,BS ITE,  918 727 8486
2234,name2235,lastname2235,Female,2,21,99,BS ITE,927 912 4795
2235,name2236,lastname2236,Male,10,21,99,BS LM,917 257 6430
2236,name2237,lastname2237,Male,5,3,99,BS MGT,917 614 9572
2237,name2238,lastname2238,Male,9,16,98,BS LM,927 308 3769
2238,name2239,lastname2239,Female,10,27,99,BS LM,  918 792 5434
2239,name2240,lastname2240,Female,5,4,01,BS MGT,918 334 2217
2240,name2241,lastname2241,Male,11,24,99,BS ITE,918 462 4305
2241,name2242,lastname2242,Female,6,3,99,BS ME,  927 458 2606
2242,name2243,lastname2243,Female,1,16,97,BS ITE,  927 718 2916
2243,name2244,lastname2244,Male,7,7,97,BS MGT,927 839 2992
2244,name2245,lastname2245,Female,7,28,00,BS ITE,  917 230 8628
2245,name2246,lastname2246,Male,12,23,99,BS ME,  918 272 2139
2246,name2247,lastname2247,Female,7,13,01,BS ITE,  918 899 7327
2247,name2248,lastname2248,Female,7,24,99,BS ME,  917 590 6157
2248,name2249,lastname2249,Female,5,17,99,BS ME,  927 305 2790
2249,name2250,lastname2250,Female,11,4,98,BS ITE,927 826 4920
2250,name2251,lastname2251,Male,5,18,01,BS ITE,  927 691 5448
2251,name2252,lastname2252,Female,6,23,97,BS ITE,927 261 1275
2252,name2253,lastname2253,Female,8,1,00,BS ME,  917 675 7382
2253,name2254,lastname2254,Female,6,5,97,BS LM,917 399 9698
2254,name2255,lastname2255,Male,8,15,00,BS MGT,  927 979 6713
2255,name2256,lastname2256,Male,2,26,97,BS ME,  918 828 7678
2256,name2257,lastname2257,Male,9,2,99,BS MGT,  927 148 8571
2257,name2258,lastname2258,Female,10,16,97,BS LM,918 953 8249
